keyword,tag,search_volume,category,exam_tag
ma in advertising and public relations,Courses,110,Course,
m tech pharmaceutical technology,Courses,110,Course,
phd in veterinary science,Courses,110,Course,
llm in taxation law,Courses,110,Course,
msc in anesthesia,Courses,110,Course,
Mch Cardiothoracic Surgery,Courses,170,Course,
mba in defence management,Courses,210,Course,
btech food technology,Courses,4400,Course,
bba e commerce,Courses,140,Course,
btech mechanical engineering,Courses,1300,Course,
ms cardiothoracic surgery,Courses,110,Course,
bachelor in prosthetic and orthotics,Courses,590,Course,
bba aviation,Courses,4400,Course,
btech it,Courses,3600,Course,
btech engineering physics,Courses,390,Course,
btech mining engineering,Courses,260,Course,
llm in intellectual property rights,Courses,170,Course,
btech nanotechnology,Courses,210,Course,
BA Bengali,Courses,140,Course,
BA in Computer Science,Courses,880,Course,
B.A. Defence and Strategic Studies,Courses,210,Course,
BA Hindi,Courses,2400,Course,
BA Hons. Hindi,Courses,260,Course,
BA Hons. History,Courses,720,Course,
BA Hons. Philosophy,Courses,140,Course,
BA Hons. Political Science,Courses,1900,Course,
BA Hons. Psychology,Courses,1300,Course,
BA Hons. Sociology,Courses,170,Course,
BA Hons. English,Courses,3600,Course,
BA Hons. Geography,Courses,140,Course,
BA in Kannada,Courses,260,Course,
BA Statistics,Courses,390,Course,
B.Ed Commerce,Courses,390,Course,
B.Ed in Computer Science,Courses,590,Course,
B.Ed Economics,Courses,210,Course,
B.Ed English,Courses,1900,Course,
b.ed geography,Courses,110,Course,
B.Ed in Hindi,Courses,5400,Course,
B.Ed History,Courses,140,Course,
B.Ed Physical Education,Courses,210,Course,
B.Ed Physical Science,Courses,170,Course,
B.Ed in sanskrit,Courses,720,Course,
B.Ed social science,Courses,140,Course,
b.ed special education,Courses,2400,Course,
bed tamil,Courses,110,Course,
b el ed,Courses,5400,Course,
BFA Applied Arts,Courses,320,Course,
Bachelor of Library and Information Science,Courses,1300,Course,
masters of disaster management,Courses,110,Course,
masters in french,Courses,720,Course,
M.A. japanese,Courses,390,Course,
M.A kannada,Courses,720,Course,
M.A punjabi,Courses,480,Course,
ma in urdu,Courses,390,Course,
mphil in Education,Courses,390,Course,
m phil mathematics,Courses,140,Course,
mphil in Political Science,Courses,210,Course,
mphil in Tamil,Courses,170,Course,
M.Sc Economics,Courses,1900,Course,
master of visual arts,Courses,210,Course,
Diploma in Early Childhood Education,Courses,320,Course,
diploma in french,Courses,390,Course,
diploma in art and craft,Courses,480,Course,
diploma in astrology,Courses,320,Course,
diploma in education,Courses,1600,Course,
diploma in english,Courses,480,Course,
diploma in fine arts,Courses,1600,Course,
diploma in music,Courses,590,Course,
diploma in nursery teacher training,Courses,170,Course,
diploma in physical education,Courses,880,Course,
diploma in public relations,Courses,210,Course,
diploma in spanish language,Courses,110,Course,
certificate course in french,Courses,590,Course,
certificate course in german language,Courses,210,Course,
certificate course in english,Courses,320,Course,
certificate course in hindi,Courses,210,Course,
certificate in physical education,Courses,210,Course,
ba in hospitality management,Courses,210,Course,
BBA Banking and Insurance,Courses,390,Course,
bba in computer application,Courses,1300,Application,
bba in finance,Courses,2900,Course,
bba in marketing,Courses,1600,Course,
bba in retail management,Courses,480,Course,
b.com marketing,Courses,590,Course,
b.sc in catering science and hotel management,Courses,210,Course,
b.sc hotel management,Courses,320,Course,
Bachelor in Hospital Administration,Courses,480,Course,
mba business analytics,Courses,8100,Course,
mba business economics,Courses,210,Course,
mba capital markets,Courses,390,Course,
mba clinical research,Courses,110,Course,
mba communication management,Courses,480,Course,
mba design management,Courses,390,Course,
mba disaster management,Courses,210,Course,
mba in e-business,Courses,140,Course,
mba environmental management,Courses,480,Course,
mba foreign trade,Courses,480,Course,
mba healthcare administration,Courses,140,Course,
mba industrial management,Courses,260,Course,
mba information systems,Courses,390,Course,
mba information technology,Courses,2900,Course,
mba infrastructure management,Courses,260,Course,
mba in logistics and shipping management,Courses,110,Course,
mba in materials management,Courses,480,Course,
mba public policy,Courses,170,Course,
MBA Systems Management,Courses,720,Course,
M.Sc Operational Research,Courses,390,Course,
msc in tourism and hospitality management,Courses,210,Course,
diploma in business administration,Courses,720,Course,
diploma in business management,Courses,1900,Course,
diploma in event management,Courses,1300,Course,
Diploma in Financial Management,Courses,480,Course,
diploma in food production,Courses,720,Course,
diploma in hospitality management,Courses,590,Course,
diploma in hotel management,Courses,5400,Course,
diploma in hotel management and catering technology,Courses,210,Course,
Diploma In Human Resource Management,Courses,1000,Course,
Diploma in Management,Courses,880,Course,
Diploma in Retail Management,Courses,480,Course,
post graduate diploma in financial management,Courses,320,Course,
post graduate diploma in hotel management,Courses,390,Course,
pgdib,Courses,170,Course,
post graduate diploma in logistics and supply chain management,Courses,140,Course,
Post Graduate Diploma in Marketing Management,Courses,140,Course,
post graduate diploma in project management,Courses,170,Course,
certificate course in sales and marketing,Courses,110,Course,
btech chemical engineering,Courses,1600,Course,
btech aeronautical engineering,Courses,1000,Course,
be in aeronautical engineering,Courses,480,Course,
BE in ECE,Courses,880,Course,
be in mechanical engineering,Courses,2900,Course,
btech aerospace engineering,Courses,1300,Course,
btech agriculture engineering,Courses,1600,Course,
btech biomedical engineering,Courses,1000,Course,
btech computer engineering,Courses,880,Course,
btech computer science and engineering,Courses,1300,Course,
btech electrical engineering,Courses,1600,Course,
btech in electronics and communication engineering,Courses,720,Course,
btech genetic engineering,Courses,390,Course,
btech marine engineering,Courses,1300,Course,
btech petroleum engineering,Courses,390,Course,
btech software engineering,Courses,720,Course,
btech bioinformatics,Courses,390,Course,
btech dairy technology,Courses,880,Course,
btech fashion technology,Courses,110,Course,
btech cyber security,Courses,1300,Course,
btech industrial engineering,Courses,170,Course,
btech electrical and electronics engineering,Courses,260,Course,
btech production engineering,Courses,140,Course,
me in electrical engineering,Courses,110,Course,
me engineering design,Courses,140,Course,
m tech in biomedical engineering,Courses,720,Course,
m tech cse,Courses,880,Course,
m tech design engineering,Courses,320,Course,
m tech in electronics and communication engineering,Courses,210,Course,
m tech in engineering physics,Courses,110,Course,
m tech in food technology,Courses,590,Course,
m tech in industrial engineering,Courses,260,Course,
m tech in information technology,Courses,260,Course,
m tech machine design,Courses,210,Course,
m tech in marine engineering,Courses,210,Course,
m tech in mechanical,Courses,110,Course,
m tech in petroleum engineering,Courses,260,Course,
m tech power electronics,Courses,210,Course,
m tech in production engineering,Courses,170,Course,
mtech software engineering,Courses,390,Course,
phd bioinformatics,Courses,320,Course,
Pharm.D,Courses,22200,Course,
diploma in ayurvedic pharmacy,Courses,390,Course,
diploma in dermatology,Courses,720,Course,
diploma in anaesthesia,Courses,1300,Course,
diploma in clinical pathology,Courses,260,Course,
diploma in clinical research,Courses,720,Course,
diploma in dental hygiene,Courses,480,Course,
diploma in dental mechanics,Courses,210,Course,
diploma in diabetology,Courses,480,Course,
general nursing and midwifery,Courses,1000,Course,
diploma in gynaecology and obstetrics,Courses,110,Course,
diploma in occupational therapy,Courses,210,Course,
diploma in ophthalmology,Courses,720,Course,
diploma in orthopaedics,Courses,320,Course,
diploma in physiotherapy,Courses,3600,Course,
diploma in radiography,Courses,390,Course,
diploma in x-ray technology,Courses,480,Course,
bba finance and accounts,Courses,590,Course,
bba banking,Courses,170,Course,
b com computer applications,Courses,170,Application,
b com e commerce,Courses,390,Course,
mcom,Courses,18100,Course,
diploma in banking and finance,Courses,2900,Course,
post graduate diploma in banking,Courses,260,Course,
post graduate diploma in taxation,Courses,110,Course,
banking certificate course,Courses,720,Course,
certificate in accounting,Courses,720,Course,
bsc biological science,Courses,390,Course,
bsc computer applications,Courses,590,Application,
bsc enviromental science,Courses,1600,Course,
bsc food sciences,Courses,880,Course,
bsc forensic sciences,Courses,9900,Course,
bsc physical sciences,Courses,720,Course,
mphil in chemistry,Courses,260,Course,
msc biological science,Courses,260,Course,
msc forensic sciences,Courses,3600,Course,
diploma in food and nutrition,Courses,320,Course,
diploma in aquaculture,Courses,140,Course,
diploma in nautical science,Courses,1900,Course,
diploma in optometry,Courses,1600,Course,
diploma in criminology,Courses,390,Course,
diploma in cyber law,Courses,1000,Course,
diploma in labour law,Courses,1300,Course,
diploma in labour laws and labour welfare,Courses,140,Course,
diploma in taxation law,Courses,1000,Course,
pgdbl,Courses,9900,Course,
bca hons,Courses,390,Course,
mtech embedded systems,Courses,390,Course,
diploma in computer application,Courses,6600,Application,
diploma in computer programming,Courses,320,Course,
diploma in computerised accounting,Courses,110,Course,
diploma in graphic design,Courses,1900,Course,
diploma in information technology,Courses,1600,Course,
diploma in web designing,Courses,880,Course,
ba in acting,Courses,210,Course,
diploma in acting,Courses,480,Course,
diploma in agriculture,Courses,8100,Course,
diploma in animal husbandry,Courses,720,Course,
diploma in construction management,Courses,210,Course,
diploma in aviation,Courses,1000,Course,
advanced diploma in fashion design,Courses,140,Course,
diploma in fashion designing,Courses,5400,Course,
diploma in interior design,Courses,3600,Course,
diploma in jewellery design,Courses,260,Course,
diploma in textile design,Courses,320,Course,
ma mass communication,Courses,880,Course,
diploma in journalism,Courses,1300,Course,
diploma in journalism and mass communication,Courses,880,Course,
diploma in multimedia,Courses,320,Course,
diploma in sound engineering,Courses,260,Course,
diploma in bakery and confectionery,Courses,480,Course,
diploma in front office,Courses,110,Course,
diploma in photography,Courses,1900,Course,
diploma in tourism and travel management,Courses,320,Course,
diploma in travel and tourism,Courses,720,Course,
Diploma in Entrepreneurship,Courses,260,Course,
diploma in secretarial practice,Courses,320,Practice Papers,
diploma in naturopathy,Courses,590,Course,
Diploma in Yoga,Courses,2400,Course,
master in business studies,Courses,140,Course,
b pharm ayurveda,Courses,210,Course,
management development programme,Courses,1000,Course,
mds periodontology,Courses,140,Course,
diploma in cooperative management,Courses,1000,Course,
diploma in operation theatre technology,Courses,1000,Course,
phd in operation management,Courses,210,Course,
ma women's studies,Courses,170,Course,
m tech in artificial intelligence,Courses,1600,Course,
diploma in counselling and guidance,Courses,720,Counselling,
diploma in german language,Courses,210,Course,
diploma in nursing,Courses,3600,Course,
diploma in translation,Courses,260,Course,
ma interior design,Courses,210,Course,
diploma in nutrition and health education,Courses,590,Course,
diploma in disaster management,Courses,210,Course,
M.S Management,Courses,110,Course,
Post Graduate Diploma in Law,Courses,140,Course,
b des in product design,Courses,170,Course,
masters in health administration,Courses,1300,Course,
diploma in operation management,Courses,170,Course,
diploma in logistic management,Courses,110,Course,
diploma in supply chain management,Courses,480,Course,
diploma in cinematography,Courses,210,Course,
diploma in international business,Courses,210,Course,
phd in life science,Courses,390,Course,
btech food science and technology,Courses,140,Course,
certificate in project management,Courses,5400,Course,
certificate in human resources,Courses,260,Course,
b ed physics,Courses,140,Course,
